Trading Date,Interval Number,Trading Interval,Participant Code,Facility Code,Energy Generated (MWh),EOI Quantity (MW),Extracted At
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","MUJA_G7",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","MUJA_G8",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","MUNGARRA_GT1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","MUNGARRA_GT3",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"MUMBIDA","MWF_MUMBIDA_WF1",18.425,39.65,
"2022-09-01",12,2022-09-01 13:30:00,"MERREDIN","NAMKKN_MERR_SG1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"NEWGEN","NEWGEN_KWINANA_CCG1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"NGENEERP","NEWGEN_NEERABUP_GT1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"NSFPTNRS","NORTHAM_SF_PV1",0.04,0.084,
"2022-09-01",12,2022-09-01 13:30:00,"WENERGY","PERTHENERGY_KWINANA_GT1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","PINJAR_GT1",7.529,15.61,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","PINJAR_GT10",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","PINJAR_GT11",17.886,52.37,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","PINJAR_GT2",7.616,16.01,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","PINJAR_GT3",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","PINJAR_GT4",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","PINJAR_GT5",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","PINJAR_GT7",6.219,14.72,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","PINJAR_GT9",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"GLDFLDPW","PRK_AG",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"LNDFLLGP","RED_HILL",1.696,3.422,
"2022-09-01",12,2022-09-01 13:30:00,"PERTHNRGY","ROCKINGHAM",0.583,1.169,
"2022-09-01",12,2022-09-01 13:30:00,"MBARKER","SKYFRM_MTBARKER_WF1",0.027,0.095,
"2022-09-01",12,2022-09-01 13:30:00,"PERTHNRGY","SOUTH_CARDUP",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"STHRNCRS","STHRNCRS_EG",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"LNDFLLGP","TAMALA_PARK",1.832,3.633,
"2022-09-01",12,2022-09-01 13:30:00,"TSLA_GER","TESLA_GERALDTON_G1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"TSLA_KEM","TESLA_KEMERTON_G1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"TSLA_NOR","TESLA_NORTHAM_G1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"TSLA_MGT","TESLA_PICTON_G1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"TIWEST","TIWEST_COG1",6.933,14.226,
"2022-09-01",12,2022-09-01 13:30:00,"WARADGE","WARRADARGE_WF1",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","WEST_KALGOORLIE_GT2",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"WPGENER","WEST_KALGOORLIE_GT3",0,0,
"2022-09-01",12,2022-09-01 13:30:00,"ALINTA","YANDIN_WF1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"ALBGRAS","ALBANY_WF1",1.603,3.4,
"2022-09-01",13,2022-09-01 14:00:00,"ALCOA","ALCOA_WGP",0,1.1,
"2022-09-01",13,2022-09-01 14:00:00,"ALINTA","ALINTA_PNJ_U1",17.937,35.222,
"2022-09-01",13,2022-09-01 14:00:00,"ALINTA","ALINTA_PNJ_U2",20.025,37.8,
"2022-09-01",13,2022-09-01 14:00:00,"ALINTA","ALINTA_WGP_GT",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"ALINTA","ALINTA_WGP_U2",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"ALINTA","ALINTA_WWF",17.269,33.6,
"2022-09-01",13,2022-09-01 14:00:00,"MPOWER","AMBRISOLAR_PV1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"PERTHNRGY","ATLAS",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"ALINTA","BADGINGARRA_WF1",15.832,25.45,
"2022-09-01",13,2022-09-01 14:00:00,"CTE","BIOGAS01",0.215,0.459,
"2022-09-01",13,2022-09-01 14:00:00,"BLAIRFOX","BLAIRFOX_BEROSRD_WF1",1.281,1.93,
"2022-09-01",13,2022-09-01 14:00:00,"BLAIRFOX","BLAIRFOX_KARAKIN_WF1",0.995,1.746,
"2022-09-01",13,2022-09-01 14:00:00,"BLAIRFOX","BLAIRFOX_WESTHILLS_WF3",0.065,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","BREMER_BAY_WF1",0.038,0.101,
"2022-09-01",13,2022-09-01 14:00:00,"GRIFFINP","BW1_BLUEWATERS_G2",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"GRIFFIN2","BW2_BLUEWATERS_G1",51.839,102,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","COCKBURN_CCG1",59.25,119,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","COLLIE_G1",55.804,110.833,
"2022-09-01",13,2022-09-01 14:00:00,"DCWL","DCWL_DENMARK_WF1",0.125,0.24,
"2022-09-01",13,2022-09-01 14:00:00,"EDWFMAN","EDWFMAN_WF1",35.987,70.34,
"2022-09-01",13,2022-09-01 14:00:00,"PERTHNRGY","GOSNELLS",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"ALBGRAS","GRASMERE_WF1",0.906,1.64,
"2022-09-01",13,2022-09-01 14:00:00,"GRENOUGH","GREENOUGH_RIVER_PV1",15.296,28,
"2022-09-01",13,2022-09-01 14:00:00,"WGRES","HENDERSON_RENEWABLE_IG1",0.588,1.175,
"2022-09-01",13,2022-09-01 14:00:00,"COLLGAR","INVESTEC_COLLGAR_WF1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"LNDFLLGP","KALAMUNDA_SG",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","KALBARRI_WF1",0.268,0.376,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","KEMERTON_GT11",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","KEMERTON_GT12",60.149,120.5,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","KWINANA_GT2",21.769,43.5,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","KWINANA_GT3",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"SUNAUST22","MERSOLAR_PV1",47.052,92.93,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","MUJA_G5",35.02,69.611,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","MUJA_G6",30.75,61.994,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","MUJA_G7",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","MUJA_G8",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","MUNGARRA_GT1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","MUNGARRA_GT3",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"MUMBIDA","MWF_MUMBIDA_WF1",21.875,38.3,
"2022-09-01",13,2022-09-01 14:00:00,"MERREDIN","NAMKKN_MERR_SG1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"NEWGEN","NEWGEN_KWINANA_CCG1",4.798,72,
"2022-09-01",13,2022-09-01 14:00:00,"NGENEERP","NEWGEN_NEERABUP_GT1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"NSFPTNRS","NORTHAM_SF_PV1",0.039,0.075,
"2022-09-01",13,2022-09-01 14:00:00,"WENERGY","PERTHENERGY_KWINANA_GT1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","PINJAR_GT1",7.561,15.64,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","PINJAR_GT10",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","PINJAR_GT11",37.479,72.35,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","PINJAR_GT2",7.544,15.45,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","PINJAR_GT3",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","PINJAR_GT4",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","PINJAR_GT5",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","PINJAR_GT7",9.763,15.49,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","PINJAR_GT9",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"GLDFLDPW","PRK_AG",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"LNDFLLGP","RED_HILL",1.696,3.412,
"2022-09-01",13,2022-09-01 14:00:00,"PERTHNRGY","ROCKINGHAM",0.582,1.159,
"2022-09-01",13,2022-09-01 14:00:00,"MBARKER","SKYFRM_MTBARKER_WF1",0.138,0.152,
"2022-09-01",13,2022-09-01 14:00:00,"PERTHNRGY","SOUTH_CARDUP",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"STHRNCRS","STHRNCRS_EG",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"LNDFLLGP","TAMALA_PARK",1.833,3.57,
"2022-09-01",13,2022-09-01 14:00:00,"TSLA_GER","TESLA_GERALDTON_G1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"TSLA_KEM","TESLA_KEMERTON_G1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"TSLA_NOR","TESLA_NORTHAM_G1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"TSLA_MGT","TESLA_PICTON_G1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"TIWEST","TIWEST_COG1",6.94,13.936,
"2022-09-01",13,2022-09-01 14:00:00,"WARADGE","WARRADARGE_WF1",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","WEST_KALGOORLIE_GT2",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"WPGENER","WEST_KALGOORLIE_GT3",0,0,
"2022-09-01",13,2022-09-01 14:00:00,"ALINTA","YANDIN_WF1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"ALBGRAS","ALBANY_WF1",1.7,3.11,
"2022-09-01",14,2022-09-01 14:30:00,"ALCOA","ALCOA_WGP",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"ALINTA","ALINTA_PNJ_U1",7.775,26.897,
"2022-09-01",14,2022-09-01 14:30:00,"ALINTA","ALINTA_PNJ_U2",7.639,25.2,
"2022-09-01",14,2022-09-01 14:30:00,"ALINTA","ALINTA_WGP_GT",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"ALINTA","ALINTA_WGP_U2",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"ALINTA","ALINTA_WWF",16.706,35.8,
"2022-09-01",14,2022-09-01 14:30:00,"MPOWER","AMBRISOLAR_PV1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"PERTHNRGY","ATLAS",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"ALINTA","BADGINGARRA_WF1",55.078,116.7,
"2022-09-01",14,2022-09-01 14:30:00,"CTE","BIOGAS01",0.136,0.561,
"2022-09-01",14,2022-09-01 14:30:00,"BLAIRFOX","BLAIRFOX_BEROSRD_WF1",1.185,1.5,
"2022-09-01",14,2022-09-01 14:30:00,"BLAIRFOX","BLAIRFOX_KARAKIN_WF1",0.888,1.488,
"2022-09-01",14,2022-09-01 14:30:00,"BLAIRFOX","BLAIRFOX_WESTHILLS_WF3",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","BREMER_BAY_WF1",0.05,0.105,
"2022-09-01",14,2022-09-01 14:30:00,"GRIFFINP","BW1_BLUEWATERS_G2",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"GRIFFIN2","BW2_BLUEWATERS_G1",51.822,104,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","COCKBURN_CCG1",59.273,119,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","COLLIE_G1",55.845,112.298,
"2022-09-01",14,2022-09-01 14:30:00,"DCWL","DCWL_DENMARK_WF1",0.203,0.348,
"2022-09-01",14,2022-09-01 14:30:00,"EDWFMAN","EDWFMAN_WF1",35.1,71.91,
"2022-09-01",14,2022-09-01 14:30:00,"PERTHNRGY","GOSNELLS",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"ALBGRAS","GRASMERE_WF1",0.764,1.65,
"2022-09-01",14,2022-09-01 14:30:00,"GRENOUGH","GREENOUGH_RIVER_PV1",12.896,25,
"2022-09-01",14,2022-09-01 14:30:00,"WGRES","HENDERSON_RENEWABLE_IG1",0.588,1.175,
"2022-09-01",14,2022-09-01 14:30:00,"COLLGAR","INVESTEC_COLLGAR_WF1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"LNDFLLGP","KALAMUNDA_SG",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","KALBARRI_WF1",0.261,0.516,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","KEMERTON_GT11",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","KEMERTON_GT12",59.907,119.7,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","KWINANA_GT2",21.584,43.9,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","KWINANA_GT3",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"SUNAUST22","MERSOLAR_PV1",46.715,94.86,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","MUJA_G5",35.107,69.544,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","MUJA_G6",30.732,61.502,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","MUJA_G7",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","MUJA_G8",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","MUNGARRA_GT1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","MUNGARRA_GT3",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"MUMBIDA","MWF_MUMBIDA_WF1",19.788,35.95,
"2022-09-01",14,2022-09-01 14:30:00,"MERREDIN","NAMKKN_MERR_SG1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"NEWGEN","NEWGEN_KWINANA_CCG1",58.364,132.48,
"2022-09-01",14,2022-09-01 14:30:00,"NGENEERP","NEWGEN_NEERABUP_GT1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"NSFPTNRS","NORTHAM_SF_PV1",0.04,0.082,
"2022-09-01",14,2022-09-01 14:30:00,"WENERGY","PERTHENERGY_KWINANA_GT1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","PINJAR_GT1",7.402,15.59,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","PINJAR_GT10",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","PINJAR_GT11",17.21,52.48,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","PINJAR_GT2",7.374,15.46,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","PINJAR_GT3",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","PINJAR_GT4",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","PINJAR_GT5",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","PINJAR_GT7",6.111,13.75,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","PINJAR_GT9",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"GLDFLDPW","PRK_AG",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"LNDFLLGP","RED_HILL",1.695,3.412,
"2022-09-01",14,2022-09-01 14:30:00,"PERTHNRGY","ROCKINGHAM",0.581,1.169,
"2022-09-01",14,2022-09-01 14:30:00,"MBARKER","SKYFRM_MTBARKER_WF1",0.116,0.228,
"2022-09-01",14,2022-09-01 14:30:00,"PERTHNRGY","SOUTH_CARDUP",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"STHRNCRS","STHRNCRS_EG",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"LNDFLLGP","TAMALA_PARK",1.832,3.645,
"2022-09-01",14,2022-09-01 14:30:00,"TSLA_GER","TESLA_GERALDTON_G1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"TSLA_KEM","TESLA_KEMERTON_G1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"TSLA_NOR","TESLA_NORTHAM_G1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"TSLA_MGT","TESLA_PICTON_G1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"TIWEST","TIWEST_COG1",6.925,14.159,
"2022-09-01",14,2022-09-01 14:30:00,"WARADGE","WARRADARGE_WF1",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","WEST_KALGOORLIE_GT2",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"WPGENER","WEST_KALGOORLIE_GT3",0,0,
"2022-09-01",14,2022-09-01 14:30:00,"ALINTA","YANDIN_WF1",7.31,0,
"2022-09-01",15,2022-09-01 15:00:00,"ALBGRAS","ALBANY_WF1",0.737,0.84,
"2022-09-01",15,2022-09-01 15:00:00,"ALCOA","ALCOA_WGP",3.33,8.6,
"2022-09-01",15,2022-09-01 15:00:00,"ALINTA","ALINTA_PNJ_U1",8.685,32.821,
"2022-09-01",15,2022-09-01 15:00:00,"ALINTA","ALINTA_PNJ_U2",8.368,32.4,
"2022-09-01",15,2022-09-01 15:00:00,"ALINTA","ALINTA_WGP_GT",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"ALINTA","ALINTA_WGP_U2",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"ALINTA","ALINTA_WWF",16.401,30.8,
"2022-09-01",15,2022-09-01 15:00:00,"MPOWER","AMBRISOLAR_PV1",0.302,0.674,
"2022-09-01",15,2022-09-01 15:00:00,"PERTHNRGY","ATLAS",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"ALINTA","BADGINGARRA_WF1",64.657,129.9,
"2022-09-01",15,2022-09-01 15:00:00,"CTE","BIOGAS01",0.173,0.578,
"2022-09-01",15,2022-09-01 15:00:00,"BLAIRFOX","BLAIRFOX_BEROSRD_WF1",1.478,1.79,
"2022-09-01",15,2022-09-01 15:00:00,"BLAIRFOX","BLAIRFOX_KARAKIN_WF1",0.89,1.347,
"2022-09-01",15,2022-09-01 15:00:00,"BLAIRFOX","BLAIRFOX_WESTHILLS_WF3",0.022,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","BREMER_BAY_WF1",0.075,0.232,
"2022-09-01",15,2022-09-01 15:00:00,"GRIFFINP","BW1_BLUEWATERS_G2",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"GRIFFIN2","BW2_BLUEWATERS_G1",51.876,104,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","COCKBURN_CCG1",59.321,118,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","COLLIE_G1",56.104,111.322,
"2022-09-01",15,2022-09-01 15:00:00,"DCWL","DCWL_DENMARK_WF1",0.198,0.555,
"2022-09-01",15,2022-09-01 15:00:00,"EDWFMAN","EDWFMAN_WF1",35.78,74.55,
"2022-09-01",15,2022-09-01 15:00:00,"PERTHNRGY","GOSNELLS",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"ALBGRAS","GRASMERE_WF1",0.532,0.41,
"2022-09-01",15,2022-09-01 15:00:00,"GRENOUGH","GREENOUGH_RIVER_PV1",10.825,16.8,
"2022-09-01",15,2022-09-01 15:00:00,"WGRES","HENDERSON_RENEWABLE_IG1",0.588,1.175,
"2022-09-01",15,2022-09-01 15:00:00,"COLLGAR","INVESTEC_COLLGAR_WF1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"LNDFLLGP","KALAMUNDA_SG",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","KALBARRI_WF1",0.203,0.48,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","KEMERTON_GT11",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","KEMERTON_GT12",63.46,130.6,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","KWINANA_GT2",25.629,53.8,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","KWINANA_GT3",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"SUNAUST22","MERSOLAR_PV1",46.269,92.93,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","MUJA_G5",34.998,69.455,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","MUJA_G6",30.755,60.608,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","MUJA_G7",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","MUJA_G8",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","MUNGARRA_GT1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","MUNGARRA_GT3",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"MUMBIDA","MWF_MUMBIDA_WF1",18.498,39.6,
"2022-09-01",15,2022-09-01 15:00:00,"MERREDIN","NAMKKN_MERR_SG1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"NEWGEN","NEWGEN_KWINANA_CCG1",85.448,180,
"2022-09-01",15,2022-09-01 15:00:00,"NGENEERP","NEWGEN_NEERABUP_GT1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"NSFPTNRS","NORTHAM_SF_PV1",2.348,4.408,
"2022-09-01",15,2022-09-01 15:00:00,"WENERGY","PERTHENERGY_KWINANA_GT1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","PINJAR_GT1",6.11,10.3,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","PINJAR_GT10",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","PINJAR_GT11",18.392,63.39,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","PINJAR_GT2",1.958,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","PINJAR_GT3",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","PINJAR_GT4",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","PINJAR_GT5",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","PINJAR_GT7",6.272,18.1,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","PINJAR_GT9",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"GLDFLDPW","PRK_AG",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"LNDFLLGP","RED_HILL",1.696,3.402,
"2022-09-01",15,2022-09-01 15:00:00,"PERTHNRGY","ROCKINGHAM",0.581,1.169,
"2022-09-01",15,2022-09-01 15:00:00,"MBARKER","SKYFRM_MTBARKER_WF1",0.116,0.285,
"2022-09-01",15,2022-09-01 15:00:00,"PERTHNRGY","SOUTH_CARDUP",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"STHRNCRS","STHRNCRS_EG",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"LNDFLLGP","TAMALA_PARK",1.519,2.67,
"2022-09-01",15,2022-09-01 15:00:00,"TSLA_GER","TESLA_GERALDTON_G1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"TSLA_KEM","TESLA_KEMERTON_G1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"TSLA_NOR","TESLA_NORTHAM_G1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"TSLA_MGT","TESLA_PICTON_G1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"TIWEST","TIWEST_COG1",6.921,13.556,
"2022-09-01",15,2022-09-01 15:00:00,"WARADGE","WARRADARGE_WF1",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","WEST_KALGOORLIE_GT2",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"WPGENER","WEST_KALGOORLIE_GT3",0,0,
"2022-09-01",15,2022-09-01 15:00:00,"ALINTA","YANDIN_WF1",31.69,72.07,
"2022-09-01",16,2022-09-01 15:30:00,"ALBGRAS","ALBANY_WF1",0.574,0.28,
"2022-09-01",16,2022-09-01 15:30:00,"ALCOA","ALCOA_WGP",6.628,14.9,
"2022-09-01",16,2022-09-01 15:30:00,"ALINTA","ALINTA_PNJ_U1",37.668,99.262,
"2022-09-01",16,2022-09-01 15:30:00,"ALINTA","ALINTA_PNJ_U2",7.937,34.8,
"2022-09-01",16,2022-09-01 15:30:00,"ALINTA","ALINTA_WGP_GT",0,0,
"2022-09-01",16,2022-09-01 15:30:00,"ALINTA","ALINTA_WGP_U2",0,0,
"2022-09-01",16,2022-09-01 15:30:00,"ALINTA","ALINTA_WWF",14.925,29.2,
"2022-09-01",16,2022-09-01 15:30:00,"MPOWER","AMBRISOLAR_PV1",0.313,0.574,
"2022-09-01",16,2022-09-01 15:30:00,"PERTHNRGY","ATLAS",0,0,
"2022-09-01",16,2022-09-01 15:30:00,"ALINTA","BADGINGARRA_WF1",62.782,124.28,
"2022-09-01",16,2022-09-01 15:30:00,"CTE","BIOGAS01",0.37,0.795,
"2022-09-01",16,2022-09-01 15:30:00,"BLAIRFOX","BLAIRFOX_BEROSRD_WF1",1.184,2.39,
"2022-09-01",16,2022-09-01 15:30:00,"BLAIRFOX","BLAIRFOX_KARAKIN_WF1",0.807,1.476,
"2022-09-01",16,2022-09-01 15:30:00,"BLAIRFOX","BLAIRFOX_WESTHILLS_WF3",0,0,
"2022-09-01",16,2022-09-01 15:30:00,"WPGENER","BREMER_BAY_WF1",0.11,0.363,
"2022-09-01",16,2022-09-01 15:30:00,"GRIFFINP","BW1_BLUEWATERS_G2",0,0,
"2022-09-01",16,2022-09-01 15:30:00,"GRIFFIN2","BW2_BLUEWATERS_G1",51.813,104,
"2022-09-01",16,2022-09-01 15:30:00,"WPGENER","COCKBURN_CCG1",59.303,119,
"2022-09-01",16,2022-09-01 15:30:00,"WPGENER","COLLIE_G1",55.858,111.322,
"2022-09-01",16,2022-09-01 15:30:00,"DCWL","DCWL_DENMARK_WF1",0.283,0.757,
"2022-09-01",16,2022-09-01 15:30:00,"EDWFMAN","EDWFMAN_WF1",32.91,63.07,
"2022-09-01",16,2022-09-01 15:30:00,"PERTHNRGY","GOSNELLS",0,0,
"2022-09-01",16,2022-09-01 15:30:00,"ALBGRAS","GRASMERE_WF1",0.214,0.69,
"2022-09-01",16,2022-09-01 15:30:00,"GRENOUGH","GREENOUGH_RIVER_PV1",6.366,11.4,
"2022-09-01",16,2022-09-01 15:30:00,"WGRES","HENDERSON_RENEWABLE_IG1",0.588,1.175,
"2022-09-01",16,2022-09-01 15:30:00,"COLLGAR","INVESTEC_COLLGAR_WF1",0,0,
"2022-09-01",16,2022-09-01 15:30:00,"LNDFLLGP","KALAMUNDA_SG",0,0,
"2022-09-01",16,2022-09-01 15:30:00,"WPGENER","KALBARRI_WF1",0.201,0.368,
"2022-09-01",16,2022-09-01 15:30:00,"WPGENER","KEMERTON_GT11",0,0,
"2022-09-01",16,2022-09-01 15:30:00,"WPGENER","KEMERTON_GT12",64.973,129,
"2022-09-01",16,2022-09-01 15:30:00,"WPGENER","KWINANA_GT2",26.612,53.2,
