Trading Date,Interval Number,Trading Interval,Participant Code,Facility Code,Energy Generated (MWh),EOI Quantity (MW),Extracted At
"2022-09-01",23,2022-09-01 19:00:00,"WPGENER","WEST_KALGOORLIE_GT2",0,0,
"2022-09-01",23,2022-09-01 19:00:00,"WPGENER","WEST_KALGOORLIE_GT3",0,0,
"2022-09-01",23,2022-09-01 19:00:00,"ALINTA","YANDIN_WF1",96.903,194.77,
"2022-09-01",24,2022-09-01 19:30:00,"ALBGRAS","ALBANY_WF1",2.035,4,
"2022-09-01",24,2022-09-01 19:30:00,"ALCOA","ALCOA_WGP",8.331,16.6,
"2022-09-01",24,2022-09-01 19:30:00,"ALINTA","ALINTA_PNJ_U1",31.631,64.52,
"2022-09-01",24,2022-09-01 19:30:00,"ALINTA","ALINTA_PNJ_U2",28.266,54.6,
"2022-09-01",24,2022-09-01 19:30:00,"ALINTA","ALINTA_WGP_GT",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"ALINTA","ALINTA_WGP_U2",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"ALINTA","ALINTA_WWF",21.256,32,
"2022-09-01",24,2022-09-01 19:30:00,"MPOWER","AMBRISOLAR_PV1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"PERTHNRGY","ATLAS",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"ALINTA","BADGINGARRA_WF1",65,129.94,
"2022-09-01",24,2022-09-01 19:30:00,"CTE","BIOGAS01",0.337,0.694,
"2022-09-01",24,2022-09-01 19:30:00,"BLAIRFOX","BLAIRFOX_BEROSRD_WF1",0.571,1.83,
"2022-09-01",24,2022-09-01 19:30:00,"BLAIRFOX","BLAIRFOX_KARAKIN_WF1",0.668,1.404,
"2022-09-01",24,2022-09-01 19:30:00,"BLAIRFOX","BLAIRFOX_WESTHILLS_WF3",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","BREMER_BAY_WF1",0.214,0.545,
"2022-09-01",24,2022-09-01 19:30:00,"GRIFFINP","BW1_BLUEWATERS_G2",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"GRIFFIN2","BW2_BLUEWATERS_G1",51.5,103,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","COCKBURN_CCG1",112.729,224,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","COLLIE_G1",100.831,200.684,
"2022-09-01",24,2022-09-01 19:30:00,"DCWL","DCWL_DENMARK_WF1",0.133,0.192,
"2022-09-01",24,2022-09-01 19:30:00,"EDWFMAN","EDWFMAN_WF1",33.308,70.48,
"2022-09-01",24,2022-09-01 19:30:00,"PERTHNRGY","GOSNELLS",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"ALBGRAS","GRASMERE_WF1",1.502,3.22,
"2022-09-01",24,2022-09-01 19:30:00,"GRENOUGH","GREENOUGH_RIVER_PV1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WGRES","HENDERSON_RENEWABLE_IG1",0.637,1.274,
"2022-09-01",24,2022-09-01 19:30:00,"COLLGAR","INVESTEC_COLLGAR_WF1",62.231,119.2,
"2022-09-01",24,2022-09-01 19:30:00,"LNDFLLGP","KALAMUNDA_SG",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","KALBARRI_WF1",0.338,0.72,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","KEMERTON_GT11",78.108,155.5,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","KEMERTON_GT12",77.813,155.3,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","KWINANA_GT2",19.283,36.9,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","KWINANA_GT3",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"SUNAUST22","MERSOLAR_PV1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","MUJA_G5",59.441,119.162,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","MUJA_G6",54.493,108.282,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","MUJA_G7",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","MUJA_G8",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","MUNGARRA_GT1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","MUNGARRA_GT3",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"MUMBIDA","MWF_MUMBIDA_WF1",27.489,55.7,
"2022-09-01",24,2022-09-01 19:30:00,"MERREDIN","NAMKKN_MERR_SG1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"NEWGEN","NEWGEN_KWINANA_CCG1",152.174,302.88,
"2022-09-01",24,2022-09-01 19:30:00,"NGENEERP","NEWGEN_NEERABUP_GT1",64.273,128.464,
"2022-09-01",24,2022-09-01 19:30:00,"NSFPTNRS","NORTHAM_SF_PV1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WENERGY","PERTHENERGY_KWINANA_GT1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","PINJAR_GT1",5.095,10.39,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","PINJAR_GT10",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","PINJAR_GT11",11.968,23.8,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","PINJAR_GT2",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","PINJAR_GT3",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","PINJAR_GT4",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","PINJAR_GT5",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","PINJAR_GT7",5.494,10.47,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","PINJAR_GT9",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"GLDFLDPW","PRK_AG",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"LNDFLLGP","RED_HILL",1.691,3.402,
"2022-09-01",24,2022-09-01 19:30:00,"PERTHNRGY","ROCKINGHAM",0.581,1.154,
"2022-09-01",24,2022-09-01 19:30:00,"MBARKER","SKYFRM_MTBARKER_WF1",0.385,0.608,
"2022-09-01",24,2022-09-01 19:30:00,"PERTHNRGY","SOUTH_CARDUP",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"STHRNCRS","STHRNCRS_EG",3.094,5.848,
"2022-09-01",24,2022-09-01 19:30:00,"LNDFLLGP","TAMALA_PARK",1.824,3.633,
"2022-09-01",24,2022-09-01 19:30:00,"TSLA_GER","TESLA_GERALDTON_G1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"TSLA_KEM","TESLA_KEMERTON_G1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"TSLA_NOR","TESLA_NORTHAM_G1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"TSLA_MGT","TESLA_PICTON_G1",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"TIWEST","TIWEST_COG1",6.979,13.864,
"2022-09-01",24,2022-09-01 19:30:00,"WARADGE","WARRADARGE_WF1",82.295,165.05,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","WEST_KALGOORLIE_GT2",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"WPGENER","WEST_KALGOORLIE_GT3",0,0,
"2022-09-01",24,2022-09-01 19:30:00,"ALINTA","YANDIN_WF1",97.412,193.99,
"2022-09-01",25,2022-09-01 20:00:00,"ALBGRAS","ALBANY_WF1",1.832,4.06,
"2022-09-01",25,2022-09-01 20:00:00,"ALCOA","ALCOA_WGP",8.198,15.9,
"2022-09-01",25,2022-09-01 20:00:00,"ALINTA","ALINTA_PNJ_U1",27.968,54.914,
"2022-09-01",25,2022-09-01 20:00:00,"ALINTA","ALINTA_PNJ_U2",41.859,85.8,
"2022-09-01",25,2022-09-01 20:00:00,"ALINTA","ALINTA_WGP_GT",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"ALINTA","ALINTA_WGP_U2",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"ALINTA","ALINTA_WWF",13.152,20.5,
"2022-09-01",25,2022-09-01 20:00:00,"MPOWER","AMBRISOLAR_PV1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"PERTHNRGY","ATLAS",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"ALINTA","BADGINGARRA_WF1",64.968,129.95,
"2022-09-01",25,2022-09-01 20:00:00,"CTE","BIOGAS01",0.318,0.662,
"2022-09-01",25,2022-09-01 20:00:00,"BLAIRFOX","BLAIRFOX_BEROSRD_WF1",0.806,1.52,
"2022-09-01",25,2022-09-01 20:00:00,"BLAIRFOX","BLAIRFOX_KARAKIN_WF1",0.745,1.707,
"2022-09-01",25,2022-09-01 20:00:00,"BLAIRFOX","BLAIRFOX_WESTHILLS_WF3",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","BREMER_BAY_WF1",0.217,0.48,
"2022-09-01",25,2022-09-01 20:00:00,"GRIFFINP","BW1_BLUEWATERS_G2",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"GRIFFIN2","BW2_BLUEWATERS_G1",51.5,103,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","COCKBURN_CCG1",115.473,243,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","COLLIE_G1",99.865,199.463,
"2022-09-01",25,2022-09-01 20:00:00,"DCWL","DCWL_DENMARK_WF1",0.071,0.121,
"2022-09-01",25,2022-09-01 20:00:00,"EDWFMAN","EDWFMAN_WF1",35.311,70.63,
"2022-09-01",25,2022-09-01 20:00:00,"PERTHNRGY","GOSNELLS",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"ALBGRAS","GRASMERE_WF1",1.485,3.95,
"2022-09-01",25,2022-09-01 20:00:00,"GRENOUGH","GREENOUGH_RIVER_PV1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WGRES","HENDERSON_RENEWABLE_IG1",0.637,1.274,
"2022-09-01",25,2022-09-01 20:00:00,"COLLGAR","INVESTEC_COLLGAR_WF1",66.757,150.4,
"2022-09-01",25,2022-09-01 20:00:00,"LNDFLLGP","KALAMUNDA_SG",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","KALBARRI_WF1",0.358,0.708,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","KEMERTON_GT11",77.908,156.2,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","KEMERTON_GT12",77.745,155.8,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","KWINANA_GT2",23.376,38,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","KWINANA_GT3",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"SUNAUST22","MERSOLAR_PV1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","MUJA_G5",59.448,118.603,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","MUJA_G6",53.922,106.875,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","MUJA_G7",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","MUJA_G8",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","MUNGARRA_GT1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","MUNGARRA_GT3",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"MUMBIDA","MWF_MUMBIDA_WF1",27.449,54.85,
"2022-09-01",25,2022-09-01 20:00:00,"MERREDIN","NAMKKN_MERR_SG1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"NEWGEN","NEWGEN_KWINANA_CCG1",151.775,301.92,
"2022-09-01",25,2022-09-01 20:00:00,"NGENEERP","NEWGEN_NEERABUP_GT1",14.958,0,
"2022-09-01",25,2022-09-01 20:00:00,"NSFPTNRS","NORTHAM_SF_PV1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WENERGY","PERTHENERGY_KWINANA_GT1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","PINJAR_GT1",5.16,10.09,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","PINJAR_GT10",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","PINJAR_GT11",15.223,23.41,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","PINJAR_GT2",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","PINJAR_GT3",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","PINJAR_GT4",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","PINJAR_GT5",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","PINJAR_GT7",5.843,10.63,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","PINJAR_GT9",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"GLDFLDPW","PRK_AG",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"LNDFLLGP","RED_HILL",1.692,3.273,
"2022-09-01",25,2022-09-01 20:00:00,"PERTHNRGY","ROCKINGHAM",0.581,1.159,
"2022-09-01",25,2022-09-01 20:00:00,"MBARKER","SKYFRM_MTBARKER_WF1",0.311,0.589,
"2022-09-01",25,2022-09-01 20:00:00,"PERTHNRGY","SOUTH_CARDUP",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"STHRNCRS","STHRNCRS_EG",4.671,9.392,
"2022-09-01",25,2022-09-01 20:00:00,"LNDFLLGP","TAMALA_PARK",1.825,3.658,
"2022-09-01",25,2022-09-01 20:00:00,"TSLA_GER","TESLA_GERALDTON_G1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"TSLA_KEM","TESLA_KEMERTON_G1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"TSLA_NOR","TESLA_NORTHAM_G1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"TSLA_MGT","TESLA_PICTON_G1",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"TIWEST","TIWEST_COG1",6.911,13.726,
"2022-09-01",25,2022-09-01 20:00:00,"WARADGE","WARRADARGE_WF1",83.391,167.63,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","WEST_KALGOORLIE_GT2",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"WPGENER","WEST_KALGOORLIE_GT3",0,0,
"2022-09-01",25,2022-09-01 20:00:00,"ALINTA","YANDIN_WF1",96.222,192.66,
"2022-09-01",26,2022-09-01 20:30:00,"ALBGRAS","ALBANY_WF1",2.008,4.39,
"2022-09-01",26,2022-09-01 20:30:00,"ALCOA","ALCOA_WGP",8.033,16.5,
"2022-09-01",26,2022-09-01 20:30:00,"ALINTA","ALINTA_PNJ_U1",27.553,55.235,
"2022-09-01",26,2022-09-01 20:30:00,"ALINTA","ALINTA_PNJ_U2",35.559,69.6,
"2022-09-01",26,2022-09-01 20:30:00,"ALINTA","ALINTA_WGP_GT",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"ALINTA","ALINTA_WGP_U2",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"ALINTA","ALINTA_WWF",9.513,15.1,
"2022-09-01",26,2022-09-01 20:30:00,"MPOWER","AMBRISOLAR_PV1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"PERTHNRGY","ATLAS",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"ALINTA","BADGINGARRA_WF1",64.965,129.92,
"2022-09-01",26,2022-09-01 20:30:00,"CTE","BIOGAS01",0.353,0.788,
"2022-09-01",26,2022-09-01 20:30:00,"BLAIRFOX","BLAIRFOX_BEROSRD_WF1",0.744,0.4,
"2022-09-01",26,2022-09-01 20:30:00,"BLAIRFOX","BLAIRFOX_KARAKIN_WF1",0.749,1.557,
"2022-09-01",26,2022-09-01 20:30:00,"BLAIRFOX","BLAIRFOX_WESTHILLS_WF3",0.041,0.096,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","BREMER_BAY_WF1",0.168,0.164,
"2022-09-01",26,2022-09-01 20:30:00,"GRIFFINP","BW1_BLUEWATERS_G2",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"GRIFFIN2","BW2_BLUEWATERS_G1",51.5,103,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","COCKBURN_CCG1",127.422,255,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","COLLIE_G1",88.408,160.642,
"2022-09-01",26,2022-09-01 20:30:00,"DCWL","DCWL_DENMARK_WF1",0.15,0.572,
"2022-09-01",26,2022-09-01 20:30:00,"EDWFMAN","EDWFMAN_WF1",35.799,71.51,
"2022-09-01",26,2022-09-01 20:30:00,"PERTHNRGY","GOSNELLS",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"ALBGRAS","GRASMERE_WF1",1.783,3.21,
"2022-09-01",26,2022-09-01 20:30:00,"GRENOUGH","GREENOUGH_RIVER_PV1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WGRES","HENDERSON_RENEWABLE_IG1",0.637,1.274,
"2022-09-01",26,2022-09-01 20:30:00,"COLLGAR","INVESTEC_COLLGAR_WF1",75.861,163.1,
"2022-09-01",26,2022-09-01 20:30:00,"LNDFLLGP","KALAMUNDA_SG",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","KALBARRI_WF1",0.337,0.692,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","KEMERTON_GT11",61.178,119.8,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","KEMERTON_GT12",64.497,120.1,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","KWINANA_GT2",29.9,67,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","KWINANA_GT3",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"SUNAUST22","MERSOLAR_PV1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","MUJA_G5",59.557,118.603,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","MUJA_G6",54.149,108.081,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","MUJA_G7",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","MUJA_G8",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","MUNGARRA_GT1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","MUNGARRA_GT3",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"MUMBIDA","MWF_MUMBIDA_WF1",27.497,54.95,
"2022-09-01",26,2022-09-01 20:30:00,"MERREDIN","NAMKKN_MERR_SG1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"NEWGEN","NEWGEN_KWINANA_CCG1",151.467,303.36,
"2022-09-01",26,2022-09-01 20:30:00,"NGENEERP","NEWGEN_NEERABUP_GT1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"NSFPTNRS","NORTHAM_SF_PV1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WENERGY","PERTHENERGY_KWINANA_GT1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","PINJAR_GT1",5.128,10.21,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","PINJAR_GT10",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","PINJAR_GT11",19.712,45.91,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","PINJAR_GT2",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","PINJAR_GT3",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","PINJAR_GT4",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","PINJAR_GT5",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","PINJAR_GT7",7.371,15.48,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","PINJAR_GT9",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"GLDFLDPW","PRK_AG",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"LNDFLLGP","RED_HILL",1.692,3.283,
"2022-09-01",26,2022-09-01 20:30:00,"PERTHNRGY","ROCKINGHAM",0.58,1.154,
"2022-09-01",26,2022-09-01 20:30:00,"MBARKER","SKYFRM_MTBARKER_WF1",0.243,0.646,
"2022-09-01",26,2022-09-01 20:30:00,"PERTHNRGY","SOUTH_CARDUP",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"STHRNCRS","STHRNCRS_EG",4.752,9.57,
"2022-09-01",26,2022-09-01 20:30:00,"LNDFLLGP","TAMALA_PARK",1.828,3.645,
"2022-09-01",26,2022-09-01 20:30:00,"TSLA_GER","TESLA_GERALDTON_G1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"TSLA_KEM","TESLA_KEMERTON_G1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"TSLA_NOR","TESLA_NORTHAM_G1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"TSLA_MGT","TESLA_PICTON_G1",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"TIWEST","TIWEST_COG1",6.9,13.726,
"2022-09-01",26,2022-09-01 20:30:00,"WARADGE","WARRADARGE_WF1",82.343,153.63,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","WEST_KALGOORLIE_GT2",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"WPGENER","WEST_KALGOORLIE_GT3",0,0,
"2022-09-01",26,2022-09-01 20:30:00,"ALINTA","YANDIN_WF1",95.452,174.28,
"2022-09-01",27,2022-09-01 21:00:00,"ALBGRAS","ALBANY_WF1",1.854,3.95,
"2022-09-01",27,2022-09-01 21:00:00,"ALCOA","ALCOA_WGP",8.269,17.1,
"2022-09-01",27,2022-09-01 21:00:00,"ALINTA","ALINTA_PNJ_U1",27.248,54.274,
"2022-09-01",27,2022-09-01 21:00:00,"ALINTA","ALINTA_PNJ_U2",16.444,30,
"2022-09-01",27,2022-09-01 21:00:00,"ALINTA","ALINTA_WGP_GT",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"ALINTA","ALINTA_WGP_U2",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"ALINTA","ALINTA_WWF",8.794,17.5,
"2022-09-01",27,2022-09-01 21:00:00,"MPOWER","AMBRISOLAR_PV1",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"PERTHNRGY","ATLAS",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"ALINTA","BADGINGARRA_WF1",64.969,129.74,
"2022-09-01",27,2022-09-01 21:00:00,"CTE","BIOGAS01",0.372,0.757,
"2022-09-01",27,2022-09-01 21:00:00,"BLAIRFOX","BLAIRFOX_BEROSRD_WF1",0.004,0.12,
"2022-09-01",27,2022-09-01 21:00:00,"BLAIRFOX","BLAIRFOX_KARAKIN_WF1",0.699,1.584,
"2022-09-01",27,2022-09-01 21:00:00,"BLAIRFOX","BLAIRFOX_WESTHILLS_WF3",0.088,0.501,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","BREMER_BAY_WF1",0.157,0.389,
"2022-09-01",27,2022-09-01 21:00:00,"GRIFFINP","BW1_BLUEWATERS_G2",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"GRIFFIN2","BW2_BLUEWATERS_G1",51.5,103,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","COCKBURN_CCG1",127.524,255,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","COLLIE_G1",80.544,160.154,
"2022-09-01",27,2022-09-01 21:00:00,"DCWL","DCWL_DENMARK_WF1",0.287,0.503,
"2022-09-01",27,2022-09-01 21:00:00,"EDWFMAN","EDWFMAN_WF1",36.062,71.92,
"2022-09-01",27,2022-09-01 21:00:00,"PERTHNRGY","GOSNELLS",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"ALBGRAS","GRASMERE_WF1",1.322,4.37,
"2022-09-01",27,2022-09-01 21:00:00,"GRENOUGH","GREENOUGH_RIVER_PV1",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WGRES","HENDERSON_RENEWABLE_IG1",0.637,1.274,
"2022-09-01",27,2022-09-01 21:00:00,"COLLGAR","INVESTEC_COLLGAR_WF1",86.248,175.2,
"2022-09-01",27,2022-09-01 21:00:00,"LNDFLLGP","KALAMUNDA_SG",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","KALBARRI_WF1",0.356,0.756,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","KEMERTON_GT11",59.795,121,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","KEMERTON_GT12",59.786,120.3,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","KWINANA_GT2",29.837,31.9,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","KWINANA_GT3",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"SUNAUST22","MERSOLAR_PV1",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","MUJA_G5",59.186,118.536,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","MUJA_G6",53.928,107.791,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","MUJA_G7",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","MUJA_G8",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","MUNGARRA_GT1",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","MUNGARRA_GT3",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"MUMBIDA","MWF_MUMBIDA_WF1",27.504,55.1,
"2022-09-01",27,2022-09-01 21:00:00,"MERREDIN","NAMKKN_MERR_SG1",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"NEWGEN","NEWGEN_KWINANA_CCG1",141.665,276,
"2022-09-01",27,2022-09-01 21:00:00,"NGENEERP","NEWGEN_NEERABUP_GT1",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"NSFPTNRS","NORTHAM_SF_PV1",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WENERGY","PERTHENERGY_KWINANA_GT1",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","PINJAR_GT1",4.914,3.38,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","PINJAR_GT10",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","PINJAR_GT11",20.008,20.44,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","PINJAR_GT2",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","PINJAR_GT3",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","PINJAR_GT4",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","PINJAR_GT5",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","PINJAR_GT7",7.644,15.51,
"2022-09-01",27,2022-09-01 21:00:00,"WPGENER","PINJAR_GT9",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"GLDFLDPW","PRK_AG",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"LNDFLLGP","RED_HILL",1.692,3.422,
"2022-09-01",27,2022-09-01 21:00:00,"PERTHNRGY","ROCKINGHAM",0.58,1.178,
"2022-09-01",27,2022-09-01 21:00:00,"MBARKER","SKYFRM_MTBARKER_WF1",0.397,0.684,
"2022-09-01",27,2022-09-01 21:00:00,"PERTHNRGY","SOUTH_CARDUP",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"STHRNCRS","STHRNCRS_EG",4.846,9.57,
"2022-09-01",27,2022-09-01 21:00:00,"LNDFLLGP","TAMALA_PARK",1.833,3.683,
"2022-09-01",27,2022-09-01 21:00:00,"TSLA_GER","TESLA_GERALDTON_G1",0,0,
"2022-09-01",27,2022-09-01 21:00:00,"TSLA_KEM","TESLA_KEMERTON_G1",0,0,
