Trading Date,Interval Number,Trading Interval,Participant Code,Facility Code,Outage Type,Ex-Ante Outage (MW),Ex-Post Outage (MW),Extracted At
20-09-2022,37,21-09-2022 02:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,37,21-09-2022 02:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,37,21-09-2022 02:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,37,21-09-2022 02:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,37,21-09-2022 02:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,38,21-09-2022 02:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,38,21-09-2022 02:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,38,21-09-2022 02:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,38,21-09-2022 02:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,38,21-09-2022 02:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,38,21-09-2022 02:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,39,21-09-2022 03:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,39,21-09-2022 03:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,39,21-09-2022 03:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,39,21-09-2022 03:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,39,21-09-2022 03:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,39,21-09-2022 03:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,40,21-09-2022 03:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,40,21-09-2022 03:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,40,21-09-2022 03:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,40,21-09-2022 03:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,40,21-09-2022 03:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,40,21-09-2022 03:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,41,21-09-2022 04:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,41,21-09-2022 04:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,41,21-09-2022 04:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,41,21-09-2022 04:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,41,21-09-2022 04:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,41,21-09-2022 04:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,42,21-09-2022 04:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,42,21-09-2022 04:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,42,21-09-2022 04:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,42,21-09-2022 04:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,42,21-09-2022 04:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,42,21-09-2022 04:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,43,21-09-2022 05:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,43,21-09-2022 05:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,43,21-09-2022 05:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,43,21-09-2022 05:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,43,21-09-2022 05:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,43,21-09-2022 05:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,44,21-09-2022 05:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,44,21-09-2022 05:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,44,21-09-2022 05:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,44,21-09-2022 05:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,44,21-09-2022 05:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,44,21-09-2022 05:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,45,21-09-2022 06:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,45,21-09-2022 06:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,45,21-09-2022 06:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,45,21-09-2022 06:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,45,21-09-2022 06:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,45,21-09-2022 06:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,46,21-09-2022 06:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,46,21-09-2022 06:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,46,21-09-2022 06:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,46,21-09-2022 06:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,46,21-09-2022 06:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,46,21-09-2022 06:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,47,21-09-2022 07:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,47,21-09-2022 07:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,47,21-09-2022 07:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,47,21-09-2022 07:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,47,21-09-2022 07:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,47,21-09-2022 07:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,48,21-09-2022 07:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,48,21-09-2022 07:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,48,21-09-2022 07:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,48,21-09-2022 07:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,48,21-09-2022 07:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,48,21-09-2022 07:30,WPGENER,PINJAR_GT10,Forced,111,,
