Trading Date,Interval Number,Trading Interval,Participant Code,Facility Code,Outage Type,Ex-Ante Outage (MW),Ex-Post Outage (MW),Extracted At
19-09-2022,32,19-09-2022 23:30,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,32,19-09-2022 23:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,32,19-09-2022 23:30,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,33,20-09-2022 00:00,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,33,20-09-2022 00:00,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,33,20-09-2022 00:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,33,20-09-2022 00:00,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,34,20-09-2022 00:30,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,34,20-09-2022 00:30,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,34,20-09-2022 00:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,34,20-09-2022 00:30,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,35,20-09-2022 01:00,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,35,20-09-2022 01:00,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,35,20-09-2022 01:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,35,20-09-2022 01:00,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,36,20-09-2022 01:30,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,36,20-09-2022 01:30,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,36,20-09-2022 01:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,36,20-09-2022 01:30,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,37,20-09-2022 02:00,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,37,20-09-2022 02:00,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,37,20-09-2022 02:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,37,20-09-2022 02:00,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,38,20-09-2022 02:30,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,38,20-09-2022 02:30,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,38,20-09-2022 02:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,38,20-09-2022 02:30,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,39,20-09-2022 03:00,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,39,20-09-2022 03:00,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,39,20-09-2022 03:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,39,20-09-2022 03:00,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,40,20-09-2022 03:30,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,40,20-09-2022 03:30,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,40,20-09-2022 03:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,40,20-09-2022 03:30,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,41,20-09-2022 04:00,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,41,20-09-2022 04:00,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,41,20-09-2022 04:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,41,20-09-2022 04:00,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,42,20-09-2022 04:30,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,42,20-09-2022 04:30,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,42,20-09-2022 04:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,42,20-09-2022 04:30,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,43,20-09-2022 05:00,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,43,20-09-2022 05:00,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,43,20-09-2022 05:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,43,20-09-2022 05:00,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,44,20-09-2022 05:30,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,44,20-09-2022 05:30,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,44,20-09-2022 05:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,44,20-09-2022 05:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
19-09-2022,44,20-09-2022 05:30,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,45,20-09-2022 06:00,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,45,20-09-2022 06:00,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,45,20-09-2022 06:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,45,20-09-2022 06:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
19-09-2022,45,20-09-2022 06:00,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,46,20-09-2022 06:30,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,46,20-09-2022 06:30,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,46,20-09-2022 06:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,46,20-09-2022 06:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
19-09-2022,46,20-09-2022 06:30,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,47,20-09-2022 07:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
19-09-2022,47,20-09-2022 07:00,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,47,20-09-2022 07:00,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,47,20-09-2022 07:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,47,20-09-2022 07:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
19-09-2022,47,20-09-2022 07:00,WPGENER,PINJAR_GT10,Forced,111,,
19-09-2022,48,20-09-2022 07:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
19-09-2022,48,20-09-2022 07:30,WPGENER,COLLIE_G1,Forced,317.2,,
19-09-2022,48,20-09-2022 07:30,WPGENER,MUJA_G8,Planned,211,,
19-09-2022,48,20-09-2022 07:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
19-09-2022,48,20-09-2022 07:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
19-09-2022,48,20-09-2022 07:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,1,20-09-2022 08:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,1,20-09-2022 08:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,1,20-09-2022 08:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,1,20-09-2022 08:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,1,20-09-2022 08:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,1,20-09-2022 08:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,2,20-09-2022 08:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,2,20-09-2022 08:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,2,20-09-2022 08:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,2,20-09-2022 08:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,2,20-09-2022 08:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,2,20-09-2022 08:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,3,20-09-2022 09:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,3,20-09-2022 09:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,3,20-09-2022 09:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,3,20-09-2022 09:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,3,20-09-2022 09:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,3,20-09-2022 09:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,4,20-09-2022 09:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,4,20-09-2022 09:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,4,20-09-2022 09:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,4,20-09-2022 09:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,4,20-09-2022 09:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,4,20-09-2022 09:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,5,20-09-2022 10:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,5,20-09-2022 10:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,5,20-09-2022 10:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,5,20-09-2022 10:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,5,20-09-2022 10:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,5,20-09-2022 10:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,6,20-09-2022 10:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,6,20-09-2022 10:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,6,20-09-2022 10:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,6,20-09-2022 10:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,6,20-09-2022 10:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,6,20-09-2022 10:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,7,20-09-2022 11:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,7,20-09-2022 11:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,7,20-09-2022 11:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,7,20-09-2022 11:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,7,20-09-2022 11:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,7,20-09-2022 11:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,8,20-09-2022 11:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,8,20-09-2022 11:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,8,20-09-2022 11:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,8,20-09-2022 11:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,8,20-09-2022 11:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,8,20-09-2022 11:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,9,20-09-2022 12:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,9,20-09-2022 12:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,9,20-09-2022 12:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,9,20-09-2022 12:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,9,20-09-2022 12:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,9,20-09-2022 12:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,10,20-09-2022 12:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,10,20-09-2022 12:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,10,20-09-2022 12:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,10,20-09-2022 12:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,10,20-09-2022 12:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,10,20-09-2022 12:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,11,20-09-2022 13:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,11,20-09-2022 13:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,11,20-09-2022 13:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,11,20-09-2022 13:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,11,20-09-2022 13:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,11,20-09-2022 13:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,12,20-09-2022 13:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,12,20-09-2022 13:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,12,20-09-2022 13:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,12,20-09-2022 13:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,12,20-09-2022 13:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,12,20-09-2022 13:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,13,20-09-2022 14:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,13,20-09-2022 14:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,13,20-09-2022 14:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,13,20-09-2022 14:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,13,20-09-2022 14:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,13,20-09-2022 14:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,14,20-09-2022 14:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,14,20-09-2022 14:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,14,20-09-2022 14:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,14,20-09-2022 14:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,14,20-09-2022 14:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,14,20-09-2022 14:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,15,20-09-2022 15:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,15,20-09-2022 15:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,15,20-09-2022 15:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,15,20-09-2022 15:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,15,20-09-2022 15:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,15,20-09-2022 15:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,16,20-09-2022 15:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,16,20-09-2022 15:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,16,20-09-2022 15:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,16,20-09-2022 15:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,16,20-09-2022 15:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,16,20-09-2022 15:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,17,20-09-2022 16:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,17,20-09-2022 16:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,17,20-09-2022 16:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,17,20-09-2022 16:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,17,20-09-2022 16:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,17,20-09-2022 16:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,18,20-09-2022 16:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,18,20-09-2022 16:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,18,20-09-2022 16:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,18,20-09-2022 16:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,18,20-09-2022 16:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,18,20-09-2022 16:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,19,20-09-2022 17:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,19,20-09-2022 17:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,19,20-09-2022 17:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,19,20-09-2022 17:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,19,20-09-2022 17:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,19,20-09-2022 17:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,20,20-09-2022 17:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,20,20-09-2022 17:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,20,20-09-2022 17:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,20,20-09-2022 17:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,20,20-09-2022 17:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,20,20-09-2022 17:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,21,20-09-2022 18:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,21,20-09-2022 18:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,21,20-09-2022 18:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,21,20-09-2022 18:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,21,20-09-2022 18:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,21,20-09-2022 18:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,22,20-09-2022 18:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,22,20-09-2022 18:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,22,20-09-2022 18:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,22,20-09-2022 18:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,22,20-09-2022 18:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,22,20-09-2022 18:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,23,20-09-2022 19:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,23,20-09-2022 19:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,23,20-09-2022 19:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,23,20-09-2022 19:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,23,20-09-2022 19:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,23,20-09-2022 19:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,24,20-09-2022 19:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,24,20-09-2022 19:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,24,20-09-2022 19:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,24,20-09-2022 19:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,24,20-09-2022 19:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,24,20-09-2022 19:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,25,20-09-2022 20:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,25,20-09-2022 20:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,25,20-09-2022 20:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,25,20-09-2022 20:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,25,20-09-2022 20:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,25,20-09-2022 20:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,26,20-09-2022 20:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,26,20-09-2022 20:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,26,20-09-2022 20:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,26,20-09-2022 20:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,26,20-09-2022 20:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,26,20-09-2022 20:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,27,20-09-2022 21:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,27,20-09-2022 21:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,27,20-09-2022 21:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,27,20-09-2022 21:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,27,20-09-2022 21:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,27,20-09-2022 21:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,28,20-09-2022 21:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,28,20-09-2022 21:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,28,20-09-2022 21:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,28,20-09-2022 21:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,28,20-09-2022 21:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,28,20-09-2022 21:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,29,20-09-2022 22:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,29,20-09-2022 22:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,29,20-09-2022 22:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,29,20-09-2022 22:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,29,20-09-2022 22:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,29,20-09-2022 22:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,30,20-09-2022 22:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,30,20-09-2022 22:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,30,20-09-2022 22:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,30,20-09-2022 22:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,30,20-09-2022 22:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,30,20-09-2022 22:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,31,20-09-2022 23:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,31,20-09-2022 23:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,31,20-09-2022 23:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,31,20-09-2022 23:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,31,20-09-2022 23:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,31,20-09-2022 23:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,32,20-09-2022 23:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,32,20-09-2022 23:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,32,20-09-2022 23:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,32,20-09-2022 23:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,32,20-09-2022 23:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,32,20-09-2022 23:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,33,21-09-2022 00:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,33,21-09-2022 00:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,33,21-09-2022 00:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,33,21-09-2022 00:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,33,21-09-2022 00:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,33,21-09-2022 00:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,34,21-09-2022 00:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,34,21-09-2022 00:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,34,21-09-2022 00:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,34,21-09-2022 00:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,34,21-09-2022 00:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,34,21-09-2022 00:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,35,21-09-2022 01:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,35,21-09-2022 01:00,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,35,21-09-2022 01:00,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,35,21-09-2022 01:00,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,35,21-09-2022 01:00,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,35,21-09-2022 01:00,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,36,21-09-2022 01:30,ALINTA,ALINTA_WGP_U2,Planned,196,,
20-09-2022,36,21-09-2022 01:30,WPGENER,COLLIE_G1,Forced,317.2,,
20-09-2022,36,21-09-2022 01:30,WPGENER,MUJA_G8,Planned,211,,
20-09-2022,36,21-09-2022 01:30,NEWGEN,NEWGEN_KWINANA_CCG1,Planned,327.8,,
20-09-2022,36,21-09-2022 01:30,NGENEERP,NEWGEN_NEERABUP_GT1,Planned,158.9,,
20-09-2022,36,21-09-2022 01:30,WPGENER,PINJAR_GT10,Forced,111,,
20-09-2022,37,21-09-2022 02:00,ALINTA,ALINTA_WGP_U2,Planned,196,,
